img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (773).jpg,Formal,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (774).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (772).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
codibook (775).jpg,NA,NA,NA,NA,NA,NA,NA
codibook (776).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (777).jpg,Formal,Long-sleeve-tee,None,Jeans,None,NA,NA
codibook (778).jpg,Formal,Long-sleeve-tee,Check,NA,NA,NA,NA
codibook (779).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
codibook (780).jpg,Casual,Shirts,None,H-line-skirt,None,NA,NA
codibook (781).jpg,Formal,Short-sleeve-tee,Check,NA,NA,NA,NA
codibook (782).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (784).jpg,Formal,Long-sleeve-tee,None,Cutoffs,None,NA,NA
codibook (787).jpg,Formal,Shirts,None,H-line-skirt,Leopard,NA,NA
codibook (783).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (786).jpg,Casual,Long-sleeve-tee,None,NA,NA,NA,NA
codibook (785).jpg,Formal,Long-sleeve-tee,Stripe,NA,NA,NA,NA
codibook (788).jpg,Formal,NA,NA,Chiffon-skirt,Dot,NA,NA
codibook (795).jpg,Formal,Shirts,None,H-line-skirt,None,NA,NA
codibook (789).jpg,Casual,Shirts,None,Jeans,None,NA,NA
codibook (794).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (790).jpg,Casual,NA,NA,Chiffon-skirt,Check,NA,NA
codibook (791).jpg,Formal,Long-sleeve-tee,None,NA,NA,NA,NA
codibook (792).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (793).jpg,Casual,Shirts,Stripe,Jeans,None,NA,NA
codibook (796).jpg,Formal,Long-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
codibook (800).jpg,Formal,Long-sleeve-tee,Leopard,NA,NA,NA,NA
codibook (798).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (797).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (799).jpg,Casual,NA,NA,NA,NA,NA,NA
