img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
Ai (14).jpg,Feminine,Short-sleeve-tee,Graphic,Cotten-long-pants,Dot,NA,NA
Ai (23).jpg,Casual,Shirts,None,Cotten-long-pants,Dot,NA,NA
Ai (3).jpg,Feminine,NA,NA,Cotten-long-pants,Dot,one-piece,Dot
Ai (7).jpg,Casual,Shirts,Graphic,Cotten-long-pants,Dot,NA,NA
Ai (8).jpg,Feminine,Long-sleeve-tee,None,Cotten-long-pants,Dot,NA,NA
Ai (9).jpg,NA,NA,NA,NA,NA,NA,NA
Ai (10).jpg,Casual,Shirts,None,NA,NA,NA,NA
Ai (11).jpg,Feminine,Shirts,None,Cotten-long-pants,Dot,NA,NA
Ai (12).jpg,Casual,Shirts,None,Cotten-long-pants,Dot,NA,NA
Ai (13).jpg,Feminine,NA,NA,NA,NA,NA,NA
Ai (24).jpg,Feminine,NA,NA,NA,NA,NA,NA
Ai (25).jpg,Feminine,NA,NA,NA,NA,one-piece,Dot
Ai (26).jpg,Feminine,NA,NA,Cotten-long-pants,Dot,NA,NA
Ai (27).jpg,Casual,NA,NA,Cotten-long-pants,Dot,NA,NA
Ai (28).jpg,Feminine,Hoodie,Graphic,Cotten-long-pants,Dot,NA,NA
Ai (29).jpg,Feminine,Short-sleeve-tee,Dot,NA,NA,NA,NA
Ai (30).jpg,NA,NA,NA,NA,NA,NA,NA
Ai (31).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,Dot,NA,NA
Ai (1).jpg,Feminine,Short-sleeve-tee,None,NA,NA,NA,NA
Ai (2).jpg,Casual,Shirts,Stripe,Cotten-long-pants,Dot,NA,NA
Ai (4).jpg,Feminine,Shirts,None,Cotten-long-pants,Dot,NA,NA
Ai (5).jpg,Feminine,Shirts,Dot,NA,NA,NA,NA
Bw (34).jpg,Feminine,NA,NA,H-line-skirt,Leopard,NA,NA
Bw (35).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (36).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (37).jpg,Feminine,Shirts,None,H-line-skirt,None,NA,NA
Bw (38).jpg,Feminine,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (39).jpg,Feminine,Shirts,None,Cutoffs,None,NA,NA
Bw (40).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (41).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (42).jpg,Casual,Shirts,None,Cutoffs,Stripe,NA,NA
Bw (43).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
Bw (44).jpg,Casual,NA,NA,Cutoffs,Dot,NA,NA
Bw (45).jpg,Casual,Shirts,None,Cutoffs,Dot,NA,NA
Bw (46).jpg,Casual,NA,NA,NA,NA,One-piece,Dot
Bw (27).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
Bw (28).jpg,Feminine,Shirts,None,H-line-skirt,None,NA,NA
Bw (29).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (30).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (31).jpg,Feminine,NA,NA,Cutoffs,None,NA,NA
Bw (32).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
Bw (26).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (7).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (9).jpg,Formal,NA,NA,Cutoffs,None,NA,NA
Bw (8).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (4).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (2).jpg,Casual,Shirts,None,Jeans,None,NA,NA
Bw (62).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
Bw (61).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (60).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Bw (59).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (58).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (55).jpg,Formal,Shirts,None,Cotten-long-pants,Leopard,NA,NA
Bw (56).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
Bw (54).jpg,Casual,Shirts,None,Cotten-long-pants,Check,NA,NA
Bw (6).jpg,Feminine,Shirts,None,H-line-skirt,None,NA,NA
Bw (5).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
Bw (64).jpg,Feminine,NA,NA,Cutoffs,None,NA,NA
Bw (1).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
Bw (63).jpg,Feminine,Shirts,None,Cutoffs,None,NA,NA
Bw (3).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (24).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
Bw (25).jpg,Feminine,Shirts,None,H-line-skirt,Leopard,NA,NA
Bw (10).jpg,Feminine,Shirts,None,Jeans,Dot,NA,NA
Cb (38).jpg,Feminine,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
Cb (39).jpg,Feminine,Short-sleeve-tee,Graphic,Jeans,None,NA,NA
Cb (40).jpg,Formal,Short-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
Cb (41).jpg,Casual,Short-sleeve-tee,Graphic,NA,NA,NA,NA
Cb (42).jpg,Formal,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
Cb (43).jpg,Casual,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
Ac (87).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (91).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (82).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,one-piece,Floral
Ac (83).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (84).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,Floral,one-piece,Leopard
Ac (85).jpg,Feminine,Shirts,Dot,Chiffon-skirt,Floral,one-piece,Floral
Ac (86).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (88).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (89).jpg,Feminine,Long-sleeve-tee,Floral,Chiffon-skirt,Floral,NA,NA
Ac (90).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (73).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (58).jpg,Feminine,NA,NA,NA,NA,one-piece,Floral
Ac (68).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (50).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (52).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (66).jpg,Feminine,Shirts,Dot,Chiffon-skirt,Floral,NA,NA
Ac (69).jpg,Feminine,Shirts,Dot,Chiffon-skirt,Floral,one-piece,Floral
Ac (70).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (71).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (48).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,NA,NA
Ac (49).jpg,Formal,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (51).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (53).jpg,Feminine,Shirts,Graphic,Chiffon-skirt,Floral,NA,NA
Ac (54).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (55).jpg,Feminine,Shirts,Dot,Chiffon-skirt,Floral,one-piece,Leopard
Ac (56).jpg,NA,NA,NA,NA,NA,NA,NA
Ac (57).jpg,Formal,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (59).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (60).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,NA,NA
Ac (61).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,NA,NA
Ac (64).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (65).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,NA,NA
Ac (67).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (74).jpg,NA,NA,NA,NA,NA,NA,NA
Ac (75).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (76).jpg,NA,NA,NA,NA,NA,NA,NA
Ac (77).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (78).jpg,NA,NA,NA,NA,NA,NA,NA
Ac (79).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,one-piece,Floral
Ac (80).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,one-piece,Leopard
Ac (81).jpg,Casual,NA,NA,Chiffon-skirt,Floral,one-piece,Graphic
Ac (45).jpg,Feminine,Hoodie,None,Chiffon-skirt,Floral,NA,NA
Ac (36).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (37).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (38).jpg,Formal,Hoodie,None,Chiffon-skirt,Floral,NA,NA
Ac (39).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (40).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (41).jpg,Casual,Shirts,Dot,Chiffon-skirt,Floral,NA,NA
Ac (42).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (43).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (46).jpg,Feminine,NA,NA,Chiffon-skirt,Floral,one-piece,Dot
Ac (47).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (44).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (8).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (32).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
Ac (63).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,NA,NA
Ac (62).jpg,Feminine,Shirts,Stripe,Chiffon-skirt,Floral,NA,NA
Ac (31).jpg,Casual,Shirts,None,Chiffon-skirt,Floral,one-piece,Dot
Ac (29).jpg,Feminine,Short-sleeve-tee,Dot,Chiffon-skirt,Floral,NA,NA
Ac (11).jpg,NA,NA,NA,NA,NA,NA,NA
Ac (6).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,Floral,one-piece,Floral
Af (63).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (71).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
Af (73).jpg,Feminine,NA,NA,Chiffon-skirt,None,NA,NA
Af (48).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (51).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (72).jpg,Feminine,NA,NA,Chiffon-skirt,None,NA,NA
Af (49).jpg,Casual,Shirts,Graphic,Chiffon-skirt,None,NA,NA
Af (50).jpg,NA,NA,NA,NA,NA,NA,NA
Af (52).jpg,Casual,Short-sleeve-tee,None,Chiffon-skirt,None,NA,NA
Af (53).jpg,Casual,Shirts,Check,Chiffon-skirt,None,NA,NA
Af (56).jpg,NA,NA,NA,NA,NA,NA,NA
Af (58).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
Af (59).jpg,NA,NA,NA,NA,NA,NA,NA
Af (60).jpg,Feminine,Shirts,Stripe,Chiffon-skirt,None,NA,NA
Af (61).jpg,Feminine,Shirts,Graphic,Chiffon-skirt,None,NA,NA
Af (62).jpg,Feminine,NA,NA,NA,NA,one-piece,Leopard
Af (64).jpg,NA,NA,NA,NA,NA,NA,NA
Af (65).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (66).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (67).jpg,Feminine,NA,NA,NA,NA,one-piece,Floral
Af (68).jpg,Casual,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
Af (69).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (70).jpg,Feminine,Shirts,Leopard,Chiffon-skirt,None,NA,NA
Af (28).jpg,Feminine,Shirts,Floral,Chiffon-skirt,None,NA,NA
Af (29).jpg,Casual,Shirts,Floral,Chiffon-skirt,None,NA,NA
Af (30).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (33).jpg,Feminine,Short-sleeve-tee,Stripe,Chiffon-skirt,None,NA,NA
Af (42).jpg,Casual,Short-sleeve-tee,Stripe,Chiffon-skirt,None,NA,NA
Af (32).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (31).jpg,Casual,NA,NA,NA,NA,one-piece,None
Af (34).jpg,Casual,Shirts,None,Chiffon-skirt,None,one-piece,None
Af (35).jpg,Feminine,Shirts,Graphic,Chiffon-skirt,None,NA,NA
Af (36).jpg,Feminine,Shirts,Stripe,Chiffon-skirt,None,NA,NA
Af (37).jpg,Casual,Short-sleeve-tee,Stripe,Chiffon-skirt,None,NA,NA
Af (38).jpg,Feminine,NA,NA,Chiffon-skirt,None,one-piece,Stripe
Af (39).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (40).jpg,NA,NA,NA,NA,NA,NA,NA
Af (41).jpg,Casual,Short-sleeve-tee,Stripe,Chiffon-skirt,None,NA,NA
Af (43).jpg,Feminine,NA,NA,Chiffon-skirt,None,one-piece,Graphic
Af (44).jpg,Casual,Hoodie,Graphic,Chiffon-skirt,None,NA,NA
Af (45).jpg,NA,NA,NA,NA,NA,NA,NA
Af (46).jpg,NA,NA,NA,NA,NA,NA,NA
Af (47).jpg,Feminine,NA,NA,NA,NA,NA,NA
Af (25).jpg,Casual,NA,NA,Chiffon-skirt,None,one-piece,Check
Af (26).jpg,Feminine,Hoodie,None,Chiffon-skirt,None,NA,NA
Af (55).jpg,Casual,Short-sleeve-tee,None,Chiffon-skirt,None,one-piece,Leopard
Af (19).jpg,NA,NA,NA,NA,NA,NA,NA
Af (20).jpg,NA,NA,NA,NA,NA,NA,NA
Af (54).jpg,Feminine,NA,NA,Chiffon-skirt,None,NA,NA
Af (57).jpg,Feminine,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
Af (5).jpg,NA,NA,NA,NA,NA,NA,NA
Af (6).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (22).jpg,Feminine,Shirts,Dot,Chiffon-skirt,None,NA,NA
Af (18).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (7).jpg,NA,NA,NA,NA,NA,NA,NA
Af (15).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (21).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,None,NA,NA
Af (23).jpg,Feminine,Short-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
Af (24).jpg,Feminine,NA,NA,Chiffon-skirt,None,one-piece,None
Af (74).jpg,Casual,Shirts,Floral,Chiffon-skirt,None,one-piece,None
Af (75).jpg,Casual,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
Af (76).jpg,NA,NA,NA,NA,NA,NA,NA
Af (78).jpg,Casual,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
Af (1).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (2).jpg,Casual,Short-sleeve-tee,None,Chiffon-skirt,None,NA,NA
Af (3).jpg,NA,NA,NA,NA,NA,NA,NA
Af (4).jpg,Feminine,NA,NA,Chiffon-skirt,None,NA,NA
Af (8).jpg,Feminine,Shirts,Leopard,Chiffon-skirt,None,NA,NA
Af (9).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (10).jpg,Feminine,Short-sleeve-tee,None,Chiffon-skirt,None,one-piece,None
Af (16).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (17).jpg,Feminine,Shirts,Graphic,Chiffon-skirt,None,NA,NA
Af (77).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (14).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,None,NA,NA
Af (11).jpg,Feminine,Shirts,Stripe,Chiffon-skirt,None,NA,NA
Af (12).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
Af (13).jpg,Casual,Shirts,None,Chiffon-skirt,None,NA,NA
Af (27).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,None,NA,NA
